order	dataset_id	cluster_id	cluster_name	sample_id	gene_symbol	entrez_geneid	FBgn	avg_logFC	pct1	pct2	p_value	padj	other_value	other_value_type	rank	source_gene_info	rank_text
1667822	98	6	Primocyte	all	CG3226	31597	FBgn0029882	0.57	0.44	0.40	0.24	1.00	NULL	NULL	NULL	gene symbol	
1667823	98	6	Primocyte	all	CG17746	38400	FBgn0035425	0.42	0.44	0.38	0.24	1.00	NULL	NULL	NULL	gene symbol	
1667824	98	6	Primocyte	all	Stat92E	42428	FBgn0016917	0.40	0.33	0.22	0.25	1.00	NULL	NULL	NULL	gene symbol	
1667825	98	6	Primocyte	all	CG31337	318688	FBgn0051337	-0.29	0.77	0.90	0.25	1.00	NULL	NULL	NULL	gene symbol	
1667826	98	6	Primocyte	all	dj-1beta	43652	FBgn0039802	0.39	0.44	0.39	0.25	1.00	NULL	NULL	NULL	gene symbol	
1667827	98	6	Primocyte	all	CG11699	32101	FBgn0030311	0.38	0.55	0.58	0.25	1.00	NULL	NULL	NULL	gene symbol	
1667828	98	6	Primocyte	all	CG32441	40396	FBgn0052441	0.65	0.55	0.61	0.25	1.00	NULL	NULL	NULL	gene symbol	
1667829	98	6	Primocyte	all	ZnT86D	41342	FBgn0037875	0.36	0.33	0.23	0.25	1.00	NULL	NULL	NULL	gene symbol	
1667830	98	6	Primocyte	all	mt:ND1	41952	FBgn0027948	-0.37	0.55	0.95	0.25	1.00	NULL	NULL	NULL	gene symbol	
1667831	98	6	Primocyte	all	R	32640	FBgn0003189	-0.34	0.44	0.82	0.25	1.00	NULL	NULL	NULL	gene symbol	
1667832	98	6	Primocyte	all	Pdi	39651	FBgn0286818	-0.26	0.66	0.88	0.26	1.00	NULL	NULL	NULL	gene symbol	
1667833	98	6	Primocyte	all	CG9344	37372	FBgn0034564	1.03	0.44	0.44	0.26	1.00	NULL	NULL	NULL	gene symbol	
1667834	98	6	Primocyte	all	CG14483	36995	FBgn0034248	0.49	0.44	0.40	0.26	1.00	NULL	NULL	NULL	gene symbol	
1667835	98	6	Primocyte	all	Zip99C	43533	FBgn0039714	-0.26	0.11	0.30	0.26	1.00	NULL	NULL	NULL	gene symbol	
1667836	98	6	Primocyte	all	Prosap	50225	FBgn0040752	-0.30	0.11	0.30	0.26	1.00	NULL	NULL	NULL	gene symbol	
1667837	98	6	Primocyte	all	mt:ND6	41952	FBgn0027948	-0.31	0.44	0.77	0.26	1.00	NULL	NULL	NULL	gene symbol	
1667838	98	6	Primocyte	all	bun	34665	FBgn0259176	-0.27	0.33	0.63	0.27	1.00	NULL	NULL	NULL	gene symbol	
1667839	98	6	Primocyte	all	SrpRbeta	47283	FBgn0011509	0.49	0.33	0.25	0.27	1.00	NULL	NULL	NULL	gene symbol	
1667840	98	6	Primocyte	all	Rpb11	35043	FBgn0032634	0.60	0.33	0.25	0.27	1.00	NULL	NULL	NULL	gene symbol	
1667841	98	6	Primocyte	all	Mi-2	40170	FBgn0262519	0.35	0.33	0.24	0.27	1.00	NULL	NULL	NULL	gene symbol	
1667842	98	6	Primocyte	all	CG7484	39969	FBgn0036745	0.59	0.44	0.41	0.27	1.00	NULL	NULL	NULL	gene symbol	
1667843	98	6	Primocyte	all	Papss	40167	FBgn0020389	0.42	0.33	0.24	0.27	1.00	NULL	NULL	NULL	gene symbol	
1667844	98	6	Primocyte	all	Non2	38341	FBgn0035370	0.28	0.55	0.57	0.27	1.00	NULL	NULL	NULL	gene symbol	
1667845	98	6	Primocyte	all	Mes2	40514	FBgn0037207	0.37	0.33	0.23	0.27	1.00	NULL	NULL	NULL	gene symbol	
1667846	98	6	Primocyte	all	mnd	39625	FBgn0002778	0.49	0.33	0.24	0.27	1.00	NULL	NULL	NULL	gene symbol	
1667847	98	6	Primocyte	all	hoip	44173	FBgn0286786	-0.26	0.11	0.29	0.28	1.00	NULL	NULL	NULL	gene symbol	
1667848	98	6	Primocyte	all	Got2	33373	FBgn0001125	0.69	0.33	0.24	0.28	1.00	NULL	NULL	NULL	gene symbol	
1667849	98	6	Primocyte	all	CG9989	43390	FBgn0039593	-0.30	0.33	0.59	0.28	1.00	NULL	NULL	NULL	gene symbol	
1667850	98	6	Primocyte	all	Cul1	35742	FBgn0015509	0.64	0.33	0.25	0.28	1.00	NULL	NULL	NULL	gene symbol	
1667851	98	6	Primocyte	all	CG10962	31824	FBgn0030073	0.44	0.44	0.39	0.28	1.00	NULL	NULL	NULL	gene symbol	
1667852	98	6	Primocyte	all	sun	44046	FBgn0014391	0.30	0.55	0.55	0.30	1.00	NULL	NULL	NULL	gene symbol	
1667853	98	6	Primocyte	all	CG5045	34402	FBgn0032229	0.34	0.33	0.25	0.30	1.00	NULL	NULL	NULL	gene symbol	
1667854	98	6	Primocyte	all	Droj2	41646	FBgn0038145	0.40	0.44	0.41	0.31	1.00	NULL	NULL	NULL	gene symbol	
1667855	98	6	Primocyte	all	CG7220	36129	FBgn0033544	0.40	0.33	0.25	0.31	1.00	NULL	NULL	NULL	gene symbol	
1667856	98	6	Primocyte	all	SC35	53444	FBgn0265298	0.45	0.44	0.42	0.32	1.00	NULL	NULL	NULL	gene symbol	
1667857	98	6	Primocyte	all	Kr-h2	33859	FBgn0266449	0.35	0.44	0.41	0.32	1.00	NULL	NULL	NULL	gene symbol	
1667858	98	6	Primocyte	all	CG4789	32668	FBgn0030792	0.36	0.44	0.43	0.33	1.00	NULL	NULL	NULL	gene symbol	
1667859	98	6	Primocyte	all	CG32039	317834	FBgn0052039	0.41	0.44	0.44	0.33	1.00	NULL	NULL	NULL	gene symbol	
1667860	98	6	Primocyte	all	CG31460	318747	FBgn0051460	0.39	0.44	0.43	0.33	1.00	NULL	NULL	NULL	gene symbol	
1667861	98	6	Primocyte	all	Torsin	31399	FBgn0025615	0.38	0.33	0.26	0.33	1.00	NULL	NULL	NULL	gene symbol	
1667862	98	6	Primocyte	all	CG2862	33471	FBgn0031459	0.29	0.66	0.83	0.33	1.00	NULL	NULL	NULL	gene symbol	
1667863	98	6	Primocyte	all	Sema-5c	37066	FBgn0284221	0.33	0.44	0.40	0.34	1.00	NULL	NULL	NULL	gene symbol	
1667864	98	6	Primocyte	all	CG32068	326189	FBgn0052068	0.68	0.33	0.28	0.34	1.00	NULL	NULL	NULL	gene symbol	
1667865	98	6	Primocyte	all	CG14817	31145	FBgn0026089	0.65	0.44	0.43	0.34	1.00	NULL	NULL	NULL	gene symbol	
1667866	98	6	Primocyte	all	CG11590	32368	FBgn0030545	0.40	0.33	0.27	0.35	1.00	NULL	NULL	NULL	gene symbol	
1667867	98	6	Primocyte	all	cg	36571	FBgn0000289	0.32	0.11	0.28	0.35	1.00	NULL	NULL	NULL	gene symbol	
1667868	98	6	Primocyte	all	ergic53	44679	FBgn0035909	0.36	0.44	0.42	0.35	1.00	NULL	NULL	NULL	gene symbol	
1667869	98	6	Primocyte	all	twr	40815	FBgn0262801	0.29	0.66	0.71	0.36	1.00	NULL	NULL	NULL	gene symbol	
1667870	98	6	Primocyte	all	Pgk	33461	FBgn0250906	0.55	0.44	0.46	0.36	1.00	NULL	NULL	NULL	gene symbol	
1667871	98	6	Primocyte	all	CG10764	36962	FBgn0034221	0.54	0.44	0.43	0.36	1.00	NULL	NULL	NULL	gene symbol	
1667872	98	6	Primocyte	all	bel	45826	FBgn0263231	0.39	0.33	0.27	0.36	1.00	NULL	NULL	NULL	gene symbol	
1667873	98	6	Primocyte	all	Spase22-23	42885	FBgn0039172	0.41	0.55	0.62	0.37	1.00	NULL	NULL	NULL	gene symbol	
1667874	98	6	Primocyte	all	ox	45401	FBgn0011227	0.33	0.55	0.57	0.37	1.00	NULL	NULL	NULL	gene symbol	
1667875	98	6	Primocyte	all	Cys	41767	FBgn0004629	-0.31	0.44	0.65	0.37	1.00	NULL	NULL	NULL	gene symbol	
1667876	98	6	Primocyte	all	endos	39554	FBgn0061515	0.36	0.33	0.27	0.38	1.00	NULL	NULL	NULL	gene symbol	
1667877	98	6	Primocyte	all	fwe	39720	FBgn0261722	0.28	0.44	0.43	0.39	1.00	NULL	NULL	NULL	gene symbol	
1667878	98	6	Primocyte	all	CkIIalpha	48448	FBgn0264492	0.48	0.44	0.45	0.39	1.00	NULL	NULL	NULL	gene symbol	
1667879	98	6	Primocyte	all	Uba1	35998	FBgn0023143	0.27	0.44	0.42	0.39	1.00	NULL	NULL	NULL	gene symbol	
1667880	98	6	Primocyte	all	CG8372	34121	FBgn0032000	0.58	0.33	0.29	0.39	1.00	NULL	NULL	NULL	gene symbol	
1667881	98	6	Primocyte	all	Cyp6v1	33056	FBgn0031126	0.46	0.44	0.47	0.40	1.00	NULL	NULL	NULL	gene symbol	
1667882	98	6	Primocyte	all	MESK2	37451	FBgn0043070	0.40	0.44	0.41	0.41	1.00	NULL	NULL	NULL	gene symbol	
1667883	98	6	Primocyte	all	sina	39884	FBgn0003410	0.30	0.44	0.45	0.41	1.00	NULL	NULL	NULL	gene symbol	
1667884	98	6	Primocyte	all	Pde9	32233	FBgn0259171	0.40	0.44	0.46	0.41	1.00	NULL	NULL	NULL	gene symbol	
1667885	98	6	Primocyte	all	Sec23	40694	FBgn0262125	0.45	0.33	0.29	0.41	1.00	NULL	NULL	NULL	gene symbol	
1667886	98	6	Primocyte	all	Dp1	37116	FBgn0027835	0.40	0.44	0.48	0.42	1.00	NULL	NULL	NULL	gene symbol	
1667887	98	6	Primocyte	all	Non1	35963	FBgn0028473	0.51	0.44	0.46	0.43	1.00	NULL	NULL	NULL	gene symbol	
1667888	98	6	Primocyte	all	uex	5740320	FBgn0262124	0.26	0.22	0.45	0.45	1.00	NULL	NULL	NULL	gene symbol	
1667889	98	6	Primocyte	all	HP4	38887	FBgn0035829	0.26	0.33	0.29	0.45	1.00	NULL	NULL	NULL	gene symbol	
1667890	98	6	Primocyte	all	CG10527	37393	FBgn0034583	-0.25	0.33	0.50	0.45	1.00	NULL	NULL	NULL	gene symbol	
1667891	98	6	Primocyte	all	Mef2	36032	FBgn0011656	0.25	0.33	0.28	0.45	1.00	NULL	NULL	NULL	gene symbol	
1667892	98	6	Primocyte	all	CG9932	34701	FBgn0262160	0.27	0.44	0.45	0.45	1.00	NULL	NULL	NULL	gene symbol	
1667893	98	6	Primocyte	all	Pex19	34630	FBgn0032407	0.34	0.33	0.30	0.46	1.00	NULL	NULL	NULL	gene symbol	
1667894	98	6	Primocyte	all	CG5446	34655	FBgn0032429	0.40	0.66	0.74	0.46	1.00	NULL	NULL	NULL	gene symbol	
1667895	98	6	Primocyte	all	CG2003	43761	FBgn0039886	0.46	0.33	0.31	0.47	1.00	NULL	NULL	NULL	gene symbol	
1667896	98	6	Primocyte	all	Mtpalpha	34276	FBgn0028479	0.35	0.44	0.47	0.47	1.00	NULL	NULL	NULL	gene symbol	
1667897	98	6	Primocyte	all	E2f1	42550	FBgn0011766	0.30	0.33	0.31	0.49	1.00	NULL	NULL	NULL	gene symbol	
1667898	98	6	Primocyte	all	robl	36963	FBgn0024196	0.53	0.55	0.69	0.50	1.00	NULL	NULL	NULL	gene symbol	
1667899	98	6	Primocyte	all	CG11134	32334	FBgn0030518	0.30	0.33	0.31	0.51	1.00	NULL	NULL	NULL	gene symbol	
1667900	98	6	Primocyte	all	Rpt1	35701	FBgn0028687	0.50	0.33	0.32	0.51	1.00	NULL	NULL	NULL	gene symbol	
1667901	98	6	Primocyte	all	CG3609	33421	FBgn0031418	0.41	0.33	0.32	0.51	1.00	NULL	NULL	NULL	gene symbol	
1667902	98	6	Primocyte	all	Ssb-c31a	34120	FBgn0015299	0.44	0.44	0.50	0.52	1.00	NULL	NULL	NULL	gene symbol	
1667903	98	6	Primocyte	all	bip2	43793	FBgn0026262	0.25	0.44	0.49	0.52	1.00	NULL	NULL	NULL	gene symbol	
1667904	98	6	Primocyte	all	Rsf1	34370	FBgn0011305	0.25	0.44	0.50	0.53	1.00	NULL	NULL	NULL	gene symbol	
1667905	98	6	Primocyte	all	Ilp6	31220	FBgn0044047	0.89	0.33	0.34	0.53	1.00	NULL	NULL	NULL	gene symbol	
1667906	98	6	Primocyte	all	cwo	44669	FBgn0259938	0.43	0.33	0.32	0.54	1.00	NULL	NULL	NULL	gene symbol	
1667907	98	6	Primocyte	all	PRL-1	34952	FBgn0024734	0.43	0.44	0.52	0.55	1.00	NULL	NULL	NULL	gene symbol	
1667908	98	6	Primocyte	all	CG1518	33082	FBgn0031149	0.27	0.22	0.41	0.55	1.00	NULL	NULL	NULL	gene symbol	
1667909	98	6	Primocyte	all	CG9350	37385	FBgn0034576	0.31	0.44	0.51	0.55	1.00	NULL	NULL	NULL	gene symbol	
1667910	98	6	Primocyte	all	CG7967	38204	FBgn0035251	0.32	0.33	0.33	0.56	1.00	NULL	NULL	NULL	gene symbol	
1667911	98	6	Primocyte	all	Sc2	38457	FBgn0035471	0.28	0.33	0.32	0.56	1.00	NULL	NULL	NULL	gene symbol	
1667912	98	6	Primocyte	all	Prosalpha3	37378	FBgn0261394	0.34	0.66	0.78	0.56	1.00	NULL	NULL	NULL	gene symbol	
1667913	98	6	Primocyte	all	CG42376	7354420	FBgn0259722	0.51	0.33	0.33	0.57	1.00	NULL	NULL	NULL	gene symbol	
1667914	98	6	Primocyte	all	CG3792	33717	FBgn0031662	0.30	0.33	0.34	0.59	1.00	NULL	NULL	NULL	gene symbol	
1667915	98	6	Primocyte	all	CG6236	41857	FBgn0038318	0.61	0.33	0.35	0.59	1.00	NULL	NULL	NULL	gene symbol	
1667916	98	6	Primocyte	all	pix	39027	FBgn0086706	0.39	0.44	0.52	0.60	1.00	NULL	NULL	NULL	gene symbol	
1667917	98	6	Primocyte	all	Rpn10	40388	FBgn0015283	0.28	0.22	0.37	0.61	1.00	NULL	NULL	NULL	gene symbol	
1667918	98	6	Primocyte	all	Arl4	43771	FBgn0039889	0.30	0.33	0.34	0.61	1.00	NULL	NULL	NULL	gene symbol	
1667919	98	6	Primocyte	all	kuk	42063	FBgn0038476	0.27	0.44	0.54	0.62	1.00	NULL	NULL	NULL	gene symbol	
1667920	98	6	Primocyte	all	Rpi	246599	FBgn0050410	0.25	0.33	0.34	0.62	1.00	NULL	NULL	NULL	gene symbol	
1667921	98	6	Primocyte	all	ksh	50363	FBgn0040890	0.28	0.33	0.34	0.62	1.00	NULL	NULL	NULL	gene symbol	
1667922	98	6	Primocyte	all	Rab4	36992	FBgn0016701	0.26	0.33	0.34	0.64	1.00	NULL	NULL	NULL	gene symbol	
1667923	98	6	Primocyte	all	CG4511	41305	FBgn0037843	0.30	0.33	0.36	0.65	1.00	NULL	NULL	NULL	gene symbol	
1667924	98	6	Primocyte	all	CG9099	32679	FBgn0030802	0.35	0.33	0.36	0.66	1.00	NULL	NULL	NULL	gene symbol	
1667925	98	6	Primocyte	all	Gale	38076	FBgn0035147	0.29	0.44	0.55	0.67	1.00	NULL	NULL	NULL	gene symbol	
1667926	98	6	Primocyte	all	CG7523	42125	FBgn0038533	0.28	0.33	0.36	0.68	1.00	NULL	NULL	NULL	gene symbol	
1667927	98	6	Primocyte	all	NDUFS3	38378	FBgn0266582	0.26	0.33	0.37	0.68	1.00	NULL	NULL	NULL	gene symbol	
1667928	98	6	Primocyte	all	Cip4	38534	FBgn0035533	0.30	0.33	0.36	0.69	1.00	NULL	NULL	NULL	gene symbol	
1667929	98	6	Primocyte	all	eEF1delta	34363	FBgn0032198	0.33	0.44	0.70	0.69	1.00	NULL	NULL	NULL	gene symbol	
1667930	98	6	Primocyte	all	His2Av	43229	FBgn0001197	0.63	0.33	0.37	0.72	1.00	NULL	NULL	NULL	gene symbol	
1667931	98	6	Primocyte	all	RpS15Ab	36142	FBgn0033555	0.47	0.33	0.39	0.73	1.00	NULL	NULL	NULL	gene symbol	
1667932	98	6	Primocyte	all	CG34232	5740195	FBgn0085261	0.38	0.44	0.57	0.74	1.00	NULL	NULL	NULL	gene symbol	
1667933	98	6	Primocyte	all	Srp9	38883	FBgn0035827	0.34	0.33	0.38	0.75	1.00	NULL	NULL	NULL	gene symbol	
1667934	98	6	Primocyte	all	Prosbeta5	45269	FBgn0029134	0.30	0.44	0.59	0.77	1.00	NULL	NULL	NULL	gene symbol	
1667935	98	6	Primocyte	all	CG3731	41800	FBgn0038271	0.32	0.33	0.41	0.77	1.00	NULL	NULL	NULL	gene symbol	
1667936	98	6	Primocyte	all	Hel25E	33781	FBgn0014189	0.26	0.22	0.33	0.77	1.00	NULL	NULL	NULL	gene symbol	
1667937	98	6	Primocyte	all	Spase12	50096	FBgn0040623	0.34	0.44	0.57	0.78	1.00	NULL	NULL	NULL	gene symbol	
1667938	98	6	Primocyte	all	CG8507	41205	FBgn0037756	0.32	0.22	0.34	0.78	1.00	NULL	NULL	NULL	gene symbol	
1667939	98	6	Primocyte	all	gish	49701	FBgn0250823	0.44	0.33	0.40	0.79	1.00	NULL	NULL	NULL	gene symbol	
1667940	98	6	Primocyte	all	Lk6	44672	FBgn0017581	0.32	0.44	0.67	0.79	1.00	NULL	NULL	NULL	gene symbol	
1667941	98	6	Primocyte	all	PDCD-5	39776	FBgn0036580	0.54	0.22	0.33	0.81	1.00	NULL	NULL	NULL	gene symbol	
1667942	98	6	Primocyte	all	MESR3	35116	FBgn0032694	0.28	0.22	0.32	0.81	1.00	NULL	NULL	NULL	gene symbol	
1667943	98	6	Primocyte	all	Prosalpha2	41531	FBgn0086134	0.25	0.44	0.59	0.81	1.00	NULL	NULL	NULL	gene symbol	
1667944	98	6	Primocyte	all	CG5590	43325	FBgn0039537	0.28	0.22	0.32	0.82	1.00	NULL	NULL	NULL	gene symbol	
1667945	98	6	Primocyte	all	SdhB	35590	FBgn0014028	0.39	0.22	0.32	0.82	1.00	NULL	NULL	NULL	gene symbol	
1667946	98	6	Primocyte	all	Ip259	34419	FBgn0025366	0.36	0.44	0.64	0.85	1.00	NULL	NULL	NULL	gene symbol	
1667947	98	6	Primocyte	all	CG11790	42999	FBgn0039265	0.72	0.22	0.32	0.86	1.00	NULL	NULL	NULL	gene symbol	
1667948	98	6	Primocyte	all	DCP2	39722	FBgn0036534	0.40	0.22	0.25	0.86	1.00	NULL	NULL	NULL	gene symbol	
1667949	98	6	Primocyte	all	MED22	31038	FBgn0040339	0.30	0.22	0.31	0.87	1.00	NULL	NULL	NULL	gene symbol	
1667950	98	6	Primocyte	all	Prosbeta2	39628	FBgn0023174	0.30	0.33	0.48	0.88	1.00	NULL	NULL	NULL	gene symbol	
1667951	98	6	Primocyte	all	Vps2	43164	FBgn0039402	0.25	0.33	0.42	0.88	1.00	NULL	NULL	NULL	gene symbol	
1667952	98	6	Primocyte	all	CG8525	36358	FBgn0033735	0.39	0.22	0.25	0.89	1.00	NULL	NULL	NULL	gene symbol	
1667953	98	6	Primocyte	all	Spase25	32095	FBgn0030306	0.28	0.44	0.64	0.89	1.00	NULL	NULL	NULL	gene symbol	
1667954	98	6	Primocyte	all	svr	30998	FBgn0004648	0.30	0.33	0.43	0.90	1.00	NULL	NULL	NULL	gene symbol	
1667955	98	6	Primocyte	all	D1	41095	FBgn0000412	0.26	0.22	0.30	0.90	1.00	NULL	NULL	NULL	gene symbol	
1667956	98	6	Primocyte	all	mtd	45467	FBgn0013576	0.25	0.22	0.25	0.91	1.00	NULL	NULL	NULL	gene symbol	
1667957	98	6	Primocyte	all	l(3)03670	34386	FBgn0267365	0.40	0.22	0.30	0.91	1.00	NULL	NULL	NULL	gene symbol	
1667958	98	6	Primocyte	all	His3.3B	31848	FBgn0004828	0.44	0.22	0.29	0.92	1.00	NULL	NULL	NULL	gene symbol	
1667959	98	6	Primocyte	all	eIF3-S10	40563	FBgn0037249	0.28	0.22	0.29	0.93	1.00	NULL	NULL	NULL	gene symbol	
1667960	98	6	Primocyte	all	nmo	38890	FBgn0011817	0.36	0.33	0.44	0.94	1.00	NULL	NULL	NULL	gene symbol	
1667961	98	6	Primocyte	all	CG9318	35335	FBgn0032880	0.28	0.33	0.47	0.95	1.00	NULL	NULL	NULL	gene symbol	
1667962	98	6	Primocyte	all	PHGPx	38413	FBgn0035438	0.26	0.44	0.60	0.96	1.00	NULL	NULL	NULL	gene symbol	
1667963	98	6	Primocyte	all	Fbp2	34259	FBgn0000640	-0.45	0.22	0.26	0.97	1.00	NULL	NULL	NULL	gene symbol	
1667964	98	6	Primocyte	all	CG11857	43042	FBgn0039303	0.35	0.22	0.28	0.97	1.00	NULL	NULL	NULL	gene symbol	
1667965	98	6	Primocyte	all	pnr	44849	FBgn0003117	0.42	0.22	0.27	0.97	1.00	NULL	NULL	NULL	gene symbol	
1667966	98	6	Primocyte	all	Ubi-p63E	38456	FBgn0003943	0.29	0.44	0.61	0.98	1.00	NULL	NULL	NULL	gene symbol	
1667967	98	6	Primocyte	all	l(2)SH0834	34386	FBgn0267365	0.35	0.22	0.28	0.98	1.00	NULL	NULL	NULL	gene symbol	
1667968	98	6	Primocyte	all	e(y)2	45848	FBgn0000618	0.51	0.22	0.28	0.99	1.00	NULL	NULL	NULL	gene symbol	
1667969	98	6	Primocyte	all	P32	37006	FBgn0034259	0.44	0.22	0.28	0.99	1.00	NULL	NULL	NULL	gene symbol	
1667970	98	7	Reservoir plasmatocyte	all	CG2444	32121	FBgn0030326	0.79	0.70	0.43	1.16e-82	9.07e-79	NULL	NULL	NULL	gene symbol	top10
1667971	98	7	Reservoir plasmatocyte	all	Hr4	31162	FBgn0264562	0.31	0.80	0.59	3.76e-42	2.93e-38	NULL	NULL	NULL	gene symbol	top10
1667972	98	7	Reservoir plasmatocyte	all	Eip74EF	39962	FBgn0000567	0.29	0.63	0.44	5.85e-35	4.56e-31	NULL	NULL	NULL	gene symbol	top10
1667973	98	7	Reservoir plasmatocyte	all	Eip75B	39999	FBgn0000568	0.36	0.74	0.59	3.86e-43	3.01e-39	NULL	NULL	NULL	gene symbol	top10
1667974	98	7	Reservoir plasmatocyte	all	CG7227	34088	FBgn0031970	0.26	0.50	0.35	9.05e-23	7.06e-19	NULL	NULL	NULL	gene symbol	top10
1667975	98	7	Reservoir plasmatocyte	all	GILT2	42788	FBgn0039099	0.26	0.60	0.46	9.95e-21	7.76e-17	NULL	NULL	NULL	gene symbol	top10
1667976	98	7	Reservoir plasmatocyte	all	Hml	39529	FBgn0029167	-0.41	0.61	0.46	3.095134e-03	1.00	NULL	NULL	NULL	gene symbol	
1667977	98	7	Reservoir plasmatocyte	all	CG5399	41900	FBgn0038353	-0.52	0.74	0.63	2.12e-05	0.16	NULL	NULL	NULL	gene symbol	
1667978	98	7	Reservoir plasmatocyte	all	CG13384	34160	FBgn0032036	-0.25	0.70	0.62	0.02	1.00	NULL	NULL	NULL	gene symbol	
1667979	98	7	Reservoir plasmatocyte	all	br	44505	FBgn0283451	0.25	0.92	0.85	1.64e-33	1.28e-29	NULL	NULL	NULL	gene symbol	top10
1667980	98	7	Reservoir plasmatocyte	all	CG10131	36624	FBgn0033949	0.28	0.99	0.93	1.51e-57	1.18e-53	NULL	NULL	NULL	gene symbol	top10
1667981	98	7	Reservoir plasmatocyte	all	Chd64	38490	FBgn0035499	-0.43	0.54	0.50	0.60	1.00	NULL	NULL	NULL	gene symbol	
1667982	98	7	Reservoir plasmatocyte	all	CG7860	32488	FBgn0030653	-0.33	0.78	0.74	0.85	1.00	NULL	NULL	NULL	gene symbol	
1667983	98	7	Reservoir plasmatocyte	all	RapGAP1	34032	FBgn0264895	-0.42	0.36	0.37	0.08	1.00	NULL	NULL	NULL	gene symbol	
1667984	98	7	Reservoir plasmatocyte	all	NLaz	33324	FBgn0053126	-0.33	0.52	0.55	1.43e-05	0.11	NULL	NULL	NULL	gene symbol	
1667985	98	7	Reservoir plasmatocyte	all	cher	42066	FBgn0014141	-0.69	0.26	0.31	6.23e-07	4.854441e-03	NULL	NULL	NULL	gene symbol	
1667986	98	7	Reservoir plasmatocyte	all	NimC1	34816	FBgn0259896	-0.27	0.39	0.44	9.58e-06	0.07	NULL	NULL	NULL	gene symbol	
1667987	98	7	Reservoir plasmatocyte	all	CG32138	39561	FBgn0267795	-0.25	0.66	0.72	6.0e-11	4.68e-07	NULL	NULL	NULL	gene symbol	
1667988	98	7	Reservoir plasmatocyte	all	Myo31DF	34445	FBgn0086347	-0.27	0.21	0.28	3.36e-07	2.62047e-03	NULL	NULL	NULL	gene symbol	
1667989	98	7	Reservoir plasmatocyte	all	CG44325	31831	FBgn0265413	-0.27	0.18	0.25	8.51e-08	6.63705e-04	NULL	NULL	NULL	gene symbol	
1667990	98	7	Reservoir plasmatocyte	all	Ance	34805	FBgn0012037	-1.14	0.64	0.72	7.71e-27	6.01e-23	NULL	NULL	NULL	gene symbol	
1667991	98	7	Reservoir plasmatocyte	all	Nplp2	50286	FBgn0040813	-1.16	0.26	0.34	2.72e-13	2.12e-09	NULL	NULL	NULL	gene symbol	
1667992	98	7	Reservoir plasmatocyte	all	CG34296	5740662	FBgn0085325	-1.87	0.54	0.62	1.42e-25	1.11e-21	NULL	NULL	NULL	gene symbol	
1667993	98	7	Reservoir plasmatocyte	all	Irk1	42742	FBgn0265042	-0.35	0.47	0.56	1.91e-17	1.49e-13	NULL	NULL	NULL	gene symbol	
1667994	98	7	Reservoir plasmatocyte	all	CG42394	7354424	FBgn0259740	-0.49	0.17	0.26	2.77e-12	2.16e-08	NULL	NULL	NULL	gene symbol	
1667995	98	7	Reservoir plasmatocyte	all	Obp99b	43497	FBgn0039685	-2.02	0.59	0.70	2.05e-29	1.6e-25	NULL	NULL	NULL	gene symbol	
1667996	98	7	Reservoir plasmatocyte	all	Fbp2	34259	FBgn0000640	-1.51	0.21	0.31	3.85e-17	3.0e-13	NULL	NULL	NULL	gene symbol	
1667997	98	7	Reservoir plasmatocyte	all	Cyt-c-p	34996	FBgn0284248	-0.25	0.20	0.32	6.51e-17	5.07e-13	NULL	NULL	NULL	gene symbol	
1667998	98	7	Reservoir plasmatocyte	all	CG34166	5740596	FBgn0085195	-1.62	0.23	0.36	3.64e-21	2.84e-17	NULL	NULL	NULL	gene symbol	
1667999	98	7	Reservoir plasmatocyte	all	Ten-a	32183	FBgn0267001	-0.39	0.20	0.33	3.09e-25	2.41e-21	NULL	NULL	NULL	gene symbol	
1668000	98	7	Reservoir plasmatocyte	all	Tep4	35248	FBgn0041180	-0.48	0.16	0.30	3.4e-27	2.65e-23	NULL	NULL	NULL	gene symbol	
1668001	98	7	Reservoir plasmatocyte	all	NimC2	34818	FBgn0028939	-0.37	0.14	0.29	1.35e-27	1.05e-23	NULL	NULL	NULL	gene symbol	
1668002	98	7	Reservoir plasmatocyte	all	Dyrk2	34831	FBgn0016930	-0.32	0.18	0.32	1.93e-26	1.51e-22	NULL	NULL	NULL	gene symbol	
1668003	98	7	Reservoir plasmatocyte	all	LpR2	43105	FBgn0051092	-0.40	0.15	0.34	8.01e-41	6.25e-37	NULL	NULL	NULL	gene symbol	
1668004	98	7	Reservoir plasmatocyte	all	CG3940	41238	FBgn0037788	-1.25	0.13	0.38	9.01e-73	7.03e-69	NULL	NULL	NULL	gene symbol	
1668005	98	8	Thanacyte	all	CG1648	36009	FBgn0033446	1.13	0.67	0.06	5.9e-223	4.6e-219	NULL	NULL	NULL	gene symbol	top10
1668006	98	8	Thanacyte	all	Ance-2	34806	FBgn0032535	0.93	0.59	0.08	8.76e-145	6.83e-141	NULL	NULL	NULL	gene symbol	top10
1668007	98	8	Thanacyte	all	CG15506	43498	FBgn0039686	0.91	0.55	0.04	5.39e-189	4.21e-185	NULL	NULL	NULL	gene symbol	top10
1668008	98	8	Thanacyte	all	CG6656	42576	FBgn0038912	0.80	0.52	0.08	2.65e-114	2.06e-110	NULL	NULL	NULL	gene symbol	top50
